Language,Model,Spearman's Rho
english,UWB,0.003793941609584304
english,UG_Student_Intern,0.10599324371776148
english,temporal_attention,0.40595175222552043
english,UWB,0.1374118226721315
english,UG_Student_Intern,-0.05109965105408859
english,temporal_attention,0.4667733786541688
english,UWB,-0.12033908542900212
english,UG_Student_Intern,0.06022882305215082
english,temporal_attention,0.3211808693863712
english,UWB,0.2572766653999356
english,UG_Student_Intern,0.13527773051674033
english,temporal_attention,0.3661153653248853
english,UWB,0.28181872518693407
english,UG_Student_Intern,-0.057857609546160635
english,temporal_attention,0.39101310713778226
english,UWB,-0.031418578954370016
english,UG_Student_Intern,0.013634477659443589
english,temporal_attention,0.399312354408748
english,UWB,0.3103918479341158
english,UG_Student_Intern,0.14333985643710698
english,temporal_attention,0.26118916768481937
english,UWB,0.16171676110853095
english,UG_Student_Intern,0.13421068443904474
english,temporal_attention,0.37394036989465296
english,UWB,0.12116901015609868
english,UG_Student_Intern,0.012685992257047514
english,temporal_attention,0.28988085110730066
english,UWB,0.17452131404087798
english,UG_Student_Intern,-0.07528602881518853
english,temporal_attention,0.26581303402150025
english,UWB,0.21222360878612198
english,UG_Student_Intern,0.09413717618781053
english,temporal_attention,0.36694529005198184
english,UWB,0.41187978599049596
english,UG_Student_Intern,0.02786175869538473
english,temporal_attention,0.41472524219768414
english,UWB,-0.03710949136874647
english,UG_Student_Intern,0.16444365664041966
english,temporal_attention,0.2294149067045509
english,UWB,0.0988796031997909
english,UG_Student_Intern,0.26948841495578507
english,temporal_attention,0.3258047357230521
english,UWB,0.06971367707611158
english,UG_Student_Intern,-0.014345841711240648
english,temporal_attention,0.21554330769450825
english,UWB,-0.04896555889869742
english,UG_Student_Intern,-0.01387159901004261
english,temporal_attention,0.33505246839641384
english,UWB,0.2198114920052906
english,UG_Student_Intern,0.13978303617812168
english,temporal_attention,0.31454147156959866
english,UWB,-0.03272274638266462
english,UG_Student_Intern,0.13978303617812168
english,temporal_attention,0.3361195144741094
english,UWB,0.20724406042354257
english,UG_Student_Intern,0.06627541749242581
english,temporal_attention,0.20487284691755242
english,UWB,0.3325626942151241
english,UG_Student_Intern,0.09188452335711984
english,temporal_attention,0.4661805752776713
english,UWB,0.1977592063995818
english,UG_Student_Intern,0.05050684767759104
english,temporal_attention,0.18969708047921516
english,UWB,0.07694587826938165
english,UG_Student_Intern,0.11429249098872715
english,temporal_attention,0.2322603629117391
english,UWB,0.19289821871230192
english,UG_Student_Intern,0.05477503198837338
english,temporal_attention,0.411879785990496
english,UWB,0.06414132533703464
english,UG_Student_Intern,0.10208074143287767
english,temporal_attention,0.2174402784993004
english,UWB,0.22241982686187978
english,UG_Student_Intern,-0.09887960319979092
english,temporal_attention,0.3101547265835168
english,UWB,0.019918193450317593
english,UG_Student_Intern,0.15602584869415445
english,temporal_attention,0.2964016882487737
english,UWB,0.27185962846177525
english,UG_Student_Intern,0.1274527259469727
english,temporal_attention,0.38982750038478725
english,UWB,-0.0835852760861542
english,UG_Student_Intern,0.19858913112667842
english,temporal_attention,0.3410990628366888
english,UWB,0.2722153104876737
english,UG_Student_Intern,-0.008417807946265173
english,temporal_attention,0.33362974029281967
english,UWB,0.06342996128523758
english,UG_Student_Intern,0.09674551104439974
english,temporal_attention,0.35544490454792943
english,UWB,0.23795127532611557
english,UG_Student_Intern,0.12294742028559133
english,temporal_attention,0.2646274272685052
english,UWB,0.11227695950863548
english,UG_Student_Intern,0.04422313188671704
english,temporal_attention,0.19645503897128724
english,UWB,0.3531922517172388
english,UG_Student_Intern,-0.0712549658550052
english,temporal_attention,0.39208015321547784
english,UWB,-0.0059280337649754745
english,UG_Student_Intern,0.027506076669486196
english,temporal_attention,0.318572534529782
english,UWB,0.2338016516906327
english,UG_Student_Intern,0.09721975374559778
english,temporal_attention,0.2594107575553268
english,UWB,0.0911731593053228
english,UG_Student_Intern,0.06141442980514591
english,temporal_attention,0.2586993935035297
english,UWB,0.07172920855620323
english,UG_Student_Intern,0.06651253884302483
english,temporal_attention,0.48633589007858796
english,UWB,0.04066631162773175
english,UG_Student_Intern,0.10385915156237031
english,temporal_attention,0.19218685466050486
english,UWB,0.1024364234587762
english,UG_Student_Intern,-0.07362617936099539
english,temporal_attention,0.23700278992371945
english,UWB,0.187562988323824
english,UG_Student_Intern,0.02525342383879552
english,temporal_attention,0.43986010536118014
english,UWB,0.027031833968288163
english,UG_Student_Intern,-0.10848301789905117
english,temporal_attention,0.25786946877643313
english,UWB,-0.09970952792688749
english,UG_Student_Intern,0.09698263239499877
english,temporal_attention,0.38638924080110143
english,UWB,0.045053056613813605
english,UG_Student_Intern,0.07493034678928999
english,temporal_attention,0.21696603579810234
english,UWB,0.0424447217572244
english,UG_Student_Intern,0.10540044034126393
english,temporal_attention,0.2930819893403874
english,UWB,0.08251823000845859
english,UG_Student_Intern,-0.0043867449860818504
english,temporal_attention,0.3904203037612847
english,UWB,0.11666370449471733
english,UG_Student_Intern,0.10409627291296934
english,temporal_attention,0.34050625946019125
english,UWB,-0.07564171084108705
english,UG_Student_Intern,0.07493034678928999
english,temporal_attention,0.45444306842301985
english,UWB,-0.1260299978433786
english,UG_Student_Intern,0.21815164255109742
english,temporal_attention,0.16385085326392212
english,UWB,0.2202857347064886
english,UG_Student_Intern,0.06094018710394788
english,temporal_attention,0.3841365879704107
english,UWB,0.26936985428048554
english,UG_Student_Intern,0.049202680249296436
english,temporal_attention,0.3943328060461686
english,UWB,-0.019443950749119556
english,UG_Student_Intern,0.0499140443010935
english,temporal_attention,0.34750133930286226
english,UWB,0.043986010536118024
english,UG_Student_Intern,0.16823759825000398
english,temporal_attention,0.31335586481660355
english,UWB,0.01600569116543378
english,UG_Student_Intern,0.14689667669609227
english,temporal_attention,0.4610824662397924
english,UWB,0.22977058873044937
english,UG_Student_Intern,0.04042919027713273
english,temporal_attention,0.3386092886553991
english,UWB,0.052996621858880745
english,UG_Student_Intern,0.019918193450317593
english,temporal_attention,0.475191186600434
english,UWB,0.13812318672392854
english,UG_Student_Intern,0.08168830528136203
english,temporal_attention,0.156381530720053
english,UWB,0.16586638474401377
english,UG_Student_Intern,0.04268184310782342
english,temporal_attention,0.27944751168094384
english,UWB,-0.052996621858880745
english,UG_Student_Intern,-0.04659434539270722
english,temporal_attention,0.3855593160740049
english,UWB,0.1672891128476079
english,UG_Student_Intern,0.0016598494541931327
english,temporal_attention,0.2422194596368979
english,UWB,-0.1286383326999678
english,UG_Student_Intern,0.09840536049859287
english,temporal_attention,0.4633351190704831
english,UWB,0.13266939566015112
english,UG_Student_Intern,0.13207659228365357
english,temporal_attention,0.4315608580902145
english,UWB,0.06046594440274984
english,UG_Student_Intern,0.05513071401427191
english,temporal_attention,0.3786827969066333
english,UWB,0.056553442117866025
english,UG_Student_Intern,0.20546565029404995
english,temporal_attention,0.30185547931255113
english,UWB,0.03722805204404598
english,UG_Student_Intern,-0.021459482229211218
english,temporal_attention,0.29699449162527125
english,UWB,0.1421542496841119
english,UG_Student_Intern,0.11310688423573205
english,temporal_attention,0.42195744339095426
english,UWB,0.2260952077961646
english,UG_Student_Intern,-0.09413717618781053
english,temporal_attention,0.4901298316881722
english,UWB,0.2751793273701615
english,UG_Student_Intern,0.12116901015609868
english,temporal_attention,0.40358053871953037
english,UWB,0.08939474917583015
english,UG_Student_Intern,0.2294149067045509
english,temporal_attention,0.20925959190363427
english,UWB,-0.004031062960183323
english,UG_Student_Intern,0.13527773051674033
english,temporal_attention,0.41199834666579543
english,UWB,0.04031062960183323
english,UG_Student_Intern,0.0750489074645895
english,temporal_attention,0.25680242269873754
english,UWB,0.06331140060993806
english,UG_Student_Intern,0.06141442980514591
english,temporal_attention,0.2110380020331269
english,UWB,0.004268184310782342
english,UG_Student_Intern,0.02762463734478571
english,temporal_attention,0.1390716721263246
english,UWB,0.24945166083016795
english,UG_Student_Intern,0.12697848324577465
english,temporal_attention,0.3925543959166759
english,UWB,0.08026557717776792
english,UG_Student_Intern,0.10433339426356834
english,temporal_attention,0.3345782256952158
english,UWB,0.11215839883333598
english,UG_Student_Intern,0.11796787192301193
english,temporal_attention,0.45041200546283655
english,UWB,0.10943150330144724
english,UG_Student_Intern,-0.026557591267090123
english,temporal_attention,0.19989329855497298
english,UWB,0.20214595138566369
english,UG_Student_Intern,-0.02715039464358767
english,temporal_attention,0.14262849238530992
english,UWB,0.18044934780585345
english,UG_Student_Intern,0.1627838071862265
english,temporal_attention,0.25051870690786354
english,UWB,0.2802774364080404
english,UG_Student_Intern,0.112632641534534
english,temporal_attention,0.3778528721795367
english,UWB,0.05216669713178417
english,UG_Student_Intern,0.1148852943652247
english,temporal_attention,0.2946232781192811
english,UWB,0.22668801117266216
english,UG_Student_Intern,0.005809473089675964
english,temporal_attention,0.25241567771265566
english,UWB,0.23735847194961798
english,UG_Student_Intern,0.14511826656659962
english,temporal_attention,0.30564942092213543
english,UWB,0.020036754125617104
english,UG_Student_Intern,-0.08465232216384977
english,temporal_attention,0.34619717187456767
english,UWB,0.21886300660289448
english,UG_Student_Intern,-0.03367123178506069
english,temporal_attention,0.27743198020085225
english,UWB,0.00924773267336174
english,UG_Student_Intern,0.06900231302431452
english,temporal_attention,0.17452131404087795
english,UWB,0.2640346238920076
english,UG_Student_Intern,0.040903432978330774
english,temporal_attention,0.29782441635236784
english,UWB,-0.017665540619626913
english,UG_Student_Intern,0.13172091025775506
english,temporal_attention,0.3760744620500441
english,UWB,0.057857609546160635
english,UG_Student_Intern,0.12294742028559133
english,temporal_attention,0.3228407188405643
english,UWB,0.20451716489165386
english,UG_Student_Intern,0.03426403516155824
english,temporal_attention,0.5127749206703786
english,UWB,0.03722805204404598
english,UG_Student_Intern,0.06295571858403953
english,temporal_attention,0.29023653313319925
english,UWB,0.2488588574536704
english,UG_Student_Intern,0.03473827786275628
english,temporal_attention,0.44353548629546496
english,UWB,0.09721975374559778
english,UG_Student_Intern,0.1358705338932379
english,temporal_attention,0.4221945647415533
english,UWB,0.09307013011011495
english,UG_Student_Intern,0.06663109951832434
english,temporal_attention,0.3179797311532845
english,UWB,0.27814334425264925
english,UG_Student_Intern,0.14405122048890404
english,temporal_attention,0.26889561157928754
english,UWB,0.09828679982329336
english,UG_Student_Intern,0.05584207806606897
english,temporal_attention,0.2110380020331269
english,UWB,-0.01707273724312937
english,UG_Student_Intern,0.04031062960183323
english,temporal_attention,0.19408382546529707
english,UWB,-0.02584622721529307
english,UG_Student_Intern,0.14950501155268148
english,temporal_attention,0.5213112892919433
english,UWB,0.0700693591020101
english,UG_Student_Intern,0.17392851066438042
english,temporal_attention,0.4716343663414488
english,UWB,0.005690912414376455
english,UG_Student_Intern,-0.049202680249296436
english,temporal_attention,0.13302507768604965
english,UWB,0.00237121350599019
english,UG_Student_Intern,0.12306598096089084
english,temporal_attention,0.2867982735495134
english,UWB,0.050032604976393
english,UG_Student_Intern,0.07089928382910668
english,temporal_attention,0.23403877304123172
english,UWB,0.07303337598449784
english,UG_Student_Intern,0.11441105166402667
english,temporal_attention,0.4315608580902145
english,UWB,0.1550773632917584
english,UG_Student_Intern,0.050625408352890554
english,temporal_attention,0.37797143285483625
english,UWB,0.12259173825969281
english,UG_Student_Intern,0.06508981073943071
english,temporal_attention,0.21601755039570628
english,UWB,-0.009721975374559778
english,UG_Student_Intern,0.06425988601233414
english,temporal_attention,0.32414488626885896
english,UWB,0.05821329157205915
english,UG_Student_Intern,-0.14974213290328048
english,temporal_attention,0.23356453034003372
english,UWB,-0.061770111831044444
english,UG_Student_Intern,0.10160649873167962
english,temporal_attention,0.36374415181889513
english,UWB,0.1611239577320334
english,UG_Student_Intern,0.08311103338495615
english,temporal_attention,0.49309384857065996
english,UWB,-0.03829509812174156
english,UG_Student_Intern,0.2698440969816836
english,temporal_attention,0.2738751599418669
english,UWB,0.16539214204281574
english,UG_Student_Intern,0.06200723318164346
english,temporal_attention,0.4208903973132586
english,UWB,0.04114055432892979
english,UG_Student_Intern,0.11998340340310361
english,temporal_attention,0.26118916768481937
english,UWB,0.2065326963717455
english,UG_Student_Intern,0.16764479487350642
english,temporal_attention,0.3349339077211143
english,UWB,0.20676981772234457
english,UG_Student_Intern,0.15673721274595154
english,temporal_attention,0.19811488842548036
english,UWB,0.35390361576903584
english,UG_Student_Intern,0.0787242883988743
english,temporal_attention,0.23024483143164745
english,UWB,0.08963187052642917
english,UG_Student_Intern,-0.021815164255109744
english,temporal_attention,0.20783686380004013
english,UWB,-0.02489774181289699
english,UG_Student_Intern,0.1538917565387633
english,temporal_attention,0.48811430020808055
english,UWB,0.2901179724578997
english,UG_Student_Intern,-0.0020155314800916614
english,temporal_attention,0.2809888004598375
english,UWB,0.13421068443904474
english,UG_Student_Intern,-0.005690912414376455
english,temporal_attention,0.35141384158774613
english,UWB,0.13338075971194818
english,UG_Student_Intern,0.03829509812174156
english,temporal_attention,0.4289525232336253
english,UWB,0.2191001279534935
english,UG_Student_Intern,0.13468492714024277
english,temporal_attention,0.3083763164540242
english,UWB,0.037465173394644995
english,UG_Student_Intern,0.08868338512403308
english,temporal_attention,0.40203924994063667
english,UWB,0.09828679982329336
english,UG_Student_Intern,0.03284130705796413
english,temporal_attention,0.45634003922781197
english,UWB,0.10172505940697914
english,UG_Student_Intern,0.11026142802854381
english,temporal_attention,0.22443535834197148
english,UWB,0.14523682724189912
english,UG_Student_Intern,0.04730570944450429
english,temporal_attention,0.20961527392953277
english,UWB,0.15827850152484516
english,UG_Student_Intern,0.022882210332805332
english,temporal_attention,0.36374415181889513
english,UWB,0.04386744986081851
english,UG_Student_Intern,0.12484439109038349
english,temporal_attention,0.41946766920966455
english,UWB,0.019562511424419067
english,UG_Student_Intern,-0.07338905801039637
english,temporal_attention,0.41140554328929796
english,UWB,0.11156559545683843
english,UG_Student_Intern,0.100065209952786
english,temporal_attention,0.3092062411811208
english,UWB,0.33113996611152996
english,UG_Student_Intern,0.09508566159020661
english,temporal_attention,0.4004979611617431
english,UWB,0.15318039248696624
english,UG_Student_Intern,0.17961942307875686
english,temporal_attention,0.4583555707079037
english,UWB,0.09235876605831789
english,UG_Student_Intern,-0.04860987687279889
english,temporal_attention,0.269014172254587
english,UWB,0.037820855420543524
english,UG_Student_Intern,0.036042445291050884
english,temporal_attention,0.19941905585377498
english,UWB,-0.032959867733263634
english,UG_Student_Intern,0.059636019675653275
english,temporal_attention,0.4364218457774945
english,UWB,0.09081747727942426
english,UG_Student_Intern,-0.04837275552219987
english,temporal_attention,0.2762463734478571
english,UWB,0.12057620677960117
english,UG_Student_Intern,0.05086252970348957
english,temporal_attention,0.4168593343530753
english,UWB,0.1049261976400659
english,UG_Student_Intern,0.13089098553065848
english,temporal_attention,0.24802893272657384
english,UWB,0.1285197720246683
english,UG_Student_Intern,0.10812733587315265
english,temporal_attention,0.35568202589852843
english,UWB,0.1914754906087078
english,UG_Student_Intern,-0.013041674282946043
english,temporal_attention,0.20155314800916616
english,UWB,-0.00237121350599019
english,UG_Student_Intern,0.10789021452255362
english,temporal_attention,0.49321240924595944
